갱신청구권사용여부,단지명,법정동,보증금액,건축년도,월세금,전용면적,지번,지역코드,층,해제여부,해제사유발생일,년,월,일
,강남_8차_아파트,압구정동,"36,638",1996,0,105.49,674,11680,17,,,2024,2,21
,강남_8차_아파트,압구정동,"1,345",2017,59,86.66,401,11680,22,,,2024,1,8
X,강남_6차_아파트,청담동,"56,870",1986,0,130.37,488,11680,1,,,2024,1,27
X,강남_3차_아파트,청담동,"3,634",1998,128,62.82,988,11680,37,,,2024,3,18
X,강남_4차_아파트,청담동,"66,491",2014,0,131.92,705,11680,30,,,2024,2,14
O,타워팰리스,청담동,"114,772",2001,0,85.95,425,11680,45,,,2024,1,3
,강남_9차_아파트,대치동,"1,500",1995,190,90.75,387,11680,3,,,2024,1,11
X,래미안,압구정동,"3,230",1981,190,98.66,980,11680,38,,,2024,2,19
,아이파크,대치동,"54,265",1980,0,144.41,211,11680,30,,,2024,3,4
X,래미안,압구정동,"143,278",1987,0,64.28,568,11680,5,,,2024,2,12
X,강남_8차_아파트,대치동,"3,603",1986,298,127.52,528,11680,38,,,2024,2,7
O,래미안,대치동,"75,693",1993,0,90.9,470,11680,13,,,2024,1,19
O,강남_1차_아파트,청담동,"102,051",1984,0,138.92,880,11680,23,,,2024,1,17
X,강남_8차_아파트,대치동,"117,743",1997,0,127.84,256,11680,38,,,2024,3,28
O,강남_7차_아파트,대치동,"109,231",1999,0,140.98,482,11680,33,,,2024,2,11
,강남_5차_아파트,압구정동,"1,694",2020,136,111.87,995,11680,25,,,2024,1,26
O,강남_6차_아파트,역삼동,"4,011",2020,235,75.96,602,11680,18,,,2024,2,14
X,강남_7차_아파트,삼성동,"4,702",2020,299,92.72,515,11680,30,,,2024,3,25
X,강남_7차_아파트,대치동,"81,681",1999,0,74.69,290,11680,44,,,2024,1,20
,타워팰리스,삼성동,"104,389",2018,0,66.92,504,11680,33,,,2024,2,11
O,강남_4차_아파트,삼성동,"119,359",2005,0,68.81,885,11680,10,,,2024,3,1
X,강남_5차_아파트,삼성동,"3,347",1984,298,102.6,231,11680,19,,,2024,3,28
O,강남_9차_아파트,청담동,"57,405",2018,0,126.9,651,11680,44,,,2024,3,28
X,강남_2차_아파트,압구정동,"136,526",1981,0,61.92,888,11680,8,,,2024,2,19
,강남_6차_아파트,청담동,"46,277",1990,0,101.83,445,11680,20,,,2024,1,14
,강남_4차_아파트,대치동,"132,079",2002,0,114.13,340,11680,43,,,2024,2,7
X,강남_7차_아파트,역삼동,"32,003",2014,0,100.01,624,11680,34,,,2024,3,15
,강남_8차_아파트,청담동,"51,730",2019,0,76.64,193,11680,4,,,2024,1,4
X,강남_8차_아파트,역삼동,"115,273",1985,0,99.76,537,11680,37,,,2024,2,7
,강남_2차_아파트,청담동,"94,749",1983,0,107.75,150,11680,4,,,2024,1,12
O,타워팰리스,청담동,"67,126",2005,0,126.84,458,11680,15,,,2024,2,17
X,타워팰리스,삼성동,"118,147",2000,0,148.67,385,11680,32,,,2024,3,13
X,타워팰리스,삼성동,"58,590",1983,0,57.04,994,11680,17,,,2024,2,3
O,강남_9차_아파트,압구정동,"89,158",1992,0,83.47,884,11680,41,,,2024,2,18
,강남_5차_아파트,압구정동,"4,081",2000,182,125.76,744,11680,42,,,2024,1,21
X,강남_8차_아파트,청담동,"75,573",2003,0,57.02,432,11680,17,,,2024,3,11
X,강남_5차_아파트,역삼동,"3,190",1997,54,93.72,562,11680,43,,,2024,2,13
,강남_8차_아파트,역삼동,"82,435",1983,0,144.01,569,11680,40,,,2024,2,21
X,강남_5차_아파트,역삼동,"91,035",2017,0,71.28,465,11680,2,,,2024,3,14
,강남_4차_아파트,압구정동,"4,754",1986,79,52.74,923,11680,17,,,2024,1,4
O,타워팰리스,대치동,"30,202",1981,0,81.11,316,11680,31,,,2024,1,26
X,강남_9차_아파트,역삼동,"62,750",1989,0,132.37,429,11680,21,,,2024,3,18
,래미안,삼성동,"134,484",2013,0,58.17,244,11680,20,,,2024,2,4
O,래미안,역삼동,"1,047",1992,134,122.71,520,11680,21,,,2024,2,8
X,강남_5차_아파트,대치동,"2,361",1980,163,74.27,991,11680,36,,,2024,3,11
O,타워팰리스,대치동,"2,713",2024,106,66.59,107,11680,35,,,2024,3,14
,강남_6차_아파트,청담동,"114,551",2009,0,131.96,582,11680,16,,,2024,1,14
,강남_9차_아파트,청담동,"69,237",2011,0,86.64,735,11680,35,,,2024,3,18
X,아이파크,대치동,"93,788",2004,0,94.84,414,11680,41,,,2024,1,20
,강남_2차_아파트,역삼동,"93,529",2024,0,82.1,646,11680,43,,,2024,1,15
X,강남_9차_아파트,역삼동,"92,910",1997,0,101.52,910,11680,21,,,2024,2,5
,강남_6차_아파트,삼성동,"3,115",2007,251,63.17,600,11680,37,,,2024,3,8
,강남_9차_아파트,청담동,"61,154",1988,0,107.97,443,11680,30,,,2024,1,15
,강남_1차_아파트,역삼동,"2,317",1992,140,129.8,602,11680,22,,,2024,2,21
,강남_3차_아파트,청담동,"72,384",1993,0,110.04,984,11680,42,,,2024,2,14
X,강남_7차_아파트,삼성동,"120,915",2001,0,63.09,117,11680,9,,,2024,1,9
,강남_4차_아파트,삼성동,"120,449",2014,0,62.0,489,11680,34,,,2024,2,19
O,강남_6차_아파트,압구정동,"78,039",1986,0,51.7,370,11680,38,,,2024,2,11
X,강남_9차_아파트,삼성동,"53,305",2007,0,116.31,464,11680,12,,,2024,1,20
X,래미안,청담동,"63,184",1992,0,55.34,399,11680,37,,,2024,1,11
,강남_7차_아파트,삼성동,"3,257",1993,214,146.89,898,11680,1,,,2024,3,22
O,강남_9차_아파트,삼성동,"1,462",1982,252,61.29,777,11680,3,,,2024,3,3
,강남_6차_아파트,삼성동,"2,015",2008,56,120.56,927,11680,14,,,2024,1,7
,강남_4차_아파트,압구정동,"121,007",1998,0,59.76,945,11680,22,,,2024,2,5
,강남_5차_아파트,삼성동,"111,677",1981,0,54.24,821,11680,2,,,2024,2,4
O,강남_2차_아파트,삼성동,"92,441",2015,0,119.49,111,11680,44,,,2024,2,25
O,강남_8차_아파트,청담동,"53,722",2008,0,111.01,395,11680,41,,,2024,2,23
O,아이파크,청담동,"34,625",2013,0,56.03,445,11680,42,,,2024,2,12
,타워팰리스,삼성동,"62,959",1986,0,51.9,957,11680,7,,,2024,3,8
X,강남_7차_아파트,청담동,"107,285",1990,0,55.22,228,11680,41,,,2024,1,20
O,타워팰리스,대치동,"4,994",2000,94,54.56,117,11680,40,,,2024,2,10
X,강남_4차_아파트,역삼동,"1,671",1986,82,108.62,778,11680,35,,,2024,1,18
O,강남_5차_아파트,대치동,"99,373",2005,0,74.08,913,11680,24,,,2024,1,4
O,강남_9차_아파트,삼성동,"2,435",1999,298,139.29,799,11680,3,,,2024,2,21
,강남_4차_아파트,삼성동,"55,279",2023,0,125.5,192,11680,4,,,2024,3,26
O,강남_9차_아파트,역삼동,"4,940",2006,74,142.5,392,11680,30,,,2024,1,12
O,강남_2차_아파트,압구정동,"59,861",1986,0,70.49,621,11680,10,,,2024,2,12
O,강남_6차_아파트,대치동,"30,977",1999,0,124.34,211,11680,36,,,2024,1,13
,강남_3차_아파트,청담동,"105,409",1995,0,89.62,104,11680,28,,,2024,2,9
O,강남_1차_아파트,압구정동,"52,436",1986,0,76.72,159,11680,25,,,2024,1,3
X,강남_9차_아파트,삼성동,"53,943",1995,0,51.05,537,11680,24,,,2024,3,25
,강남_3차_아파트,청담동,"4,932",2008,241,148.71,513,11680,29,,,2024,3,15
O,강남_2차_아파트,청담동,"110,884",1999,0,65.07,604,11680,39,,,2024,1,3
X,강남_1차_아파트,역삼동,"93,171",1996,0,91.58,645,11680,12,,,2024,2,18
,강남_1차_아파트,삼성동,"46,771",2015,0,75.64,204,11680,10,,,2024,3,14
,강남_7차_아파트,압구정동,"75,131",2011,0,54.14,217,11680,1,,,2024,3,20
O,강남_1차_아파트,역삼동,"54,911",1993,0,60.68,850,11680,25,,,2024,3,9
,강남_7차_아파트,삼성동,"3,951",1995,164,64.9,369,11680,33,,,2024,2,3
X,강남_3차_아파트,압구정동,"136,313",1988,0,96.35,634,11680,17,,,2024,1,7
,강남_3차_아파트,대치동,"118,408",2022,0,118.7,708,11680,13,,,2024,3,27
X,강남_7차_아파트,청담동,"113,185",2011,0,148.56,711,11680,43,,,2024,3,3
X,강남_3차_아파트,압구정동,"2,033",2001,148,100.52,564,11680,25,,,2024,3,20
,강남_7차_아파트,압구정동,"44,132",1997,0,68.14,635,11680,28,,,2024,1,2
X,타워팰리스,삼성동,"55,038",2019,0,98.48,107,11680,13,,,2024,3,13
,강남_7차_아파트,청담동,"100,864",1998,0,94.94,503,11680,11,,,2024,1,4
,강남_9차_아파트,대치동,"3,650",2011,249,137.29,444,11680,40,,,2024,2,28
,아이파크,역삼동,"142,528",1994,0,97.65,545,11680,13,,,2024,2,16
X,타워팰리스,대치동,"70,377",2007,0,94.3,524,11680,1,,,2024,2,20
X,강남_5차_아파트,대치동,"31,117",2007,0,142.47,626,11680,24,,,2024,2,2
O,강남_8차_아파트,압구정동,"1,201",1995,62,63.41,809,11680,22,,,2024,3,18
,강남_7차_아파트,압구정동,"4,895",2013,157,69.58,355,11680,31,,,2024,2,12
,강남_7차_아파트,역삼동,"2,312",1983,96,124.97,477,11680,45,,,2024,2,2
X,강남_3차_아파트,역삼동,"95,952",2006,0,66.07,316,11680,38,,,2024,1,2
,강남_8차_아파트,역삼동,"3,992",1985,66,110.32,648,11680,5,,,2024,2,6
,강남_9차_아파트,대치동,"115,292",1981,0,145.34,131,11680,8,,,2024,3,4
,강남_9차_아파트,대치동,"126,291",2018,0,52.02,852,11680,31,,,2024,1,25
O,강남_5차_아파트,청담동,"129,921",2007,0,120.12,832,11680,8,,,2024,1,13
,아이파크,대치동,"47,727",2018,0,118.81,646,11680,3,,,2024,1,8
,타워팰리스,삼성동,"93,529",2012,0,61.1,408,11680,35,,,2024,1,21
O,강남_2차_아파트,역삼동,"111,597",2017,0,60.19,431,11680,2,,,2024,3,25
,강남_3차_아파트,대치동,"32,412",1980,0,140.94,996,11680,17,,,2024,1,4
O,강남_3차_아파트,청담동,"131,348",2004,0,87.04,387,11680,45,,,2024,2,12
X,아이파크,청담동,"3,587",1985,290,78.56,162,11680,25,,,2024,3,27
X,강남_9차_아파트,삼성동,"2,226",2001,75,121.02,708,11680,16,,,2024,2,22
,강남_7차_아파트,삼성동,"1,485",1986,192,143.76,261,11680,16,,,2024,2,24
,강남_5차_아파트,역삼동,"72,636",1990,0,51.13,380,11680,22,,,2024,1,10
,강남_8차_아파트,삼성동,"41,891",2010,0,103.42,366,11680,41,,,2024,1,23
O,강남_1차_아파트,압구정동,"1,104",1987,60,97.96,851,11680,16,,,2024,2,10
X,강남_5차_아파트,청담동,"147,640",1988,0,50.52,950,11680,36,,,2024,2,14
O,강남_5차_아파트,압구정동,"33,028",1983,0,71.96,518,11680,22,,,2024,3,3
X,강남_4차_아파트,삼성동,"108,720",1999,0,99.8,476,11680,25,,,2024,1,28
X,강남_7차_아파트,삼성동,"1,428",1981,261,123.79,333,11680,39,,,2024,3,6
O,래미안,삼성동,"136,670",2022,0,61.19,960,11680,19,,,2024,3,28
O,강남_5차_아파트,청담동,"2,551",2011,263,80.54,558,11680,29,,,2024,2,18
,강남_4차_아파트,대치동,"4,628",2019,184,66.59,994,11680,9,O,20240118,2024,1,18
O,강남_8차_아파트,압구정동,"4,053",1982,289,73.95,951,11680,22,,,2024,1,26
X,강남_4차_아파트,삼성동,"95,128",2024,0,89.38,247,11680,23,,,2024,2,24
O,강남_3차_아파트,대치동,"99,860",2022,0,113.75,391,11680,2,,,2024,2,21
,래미안,청담동,"83,403",1981,0,127.06,250,11680,35,,,2024,1,19
O,강남_5차_아파트,대치동,"109,113",1989,0,136.84,326,11680,33,,,2024,2,17
,강남_9차_아파트,삼성동,"115,666",1985,0,136.98,675,11680,42,,,2024,3,9
X,강남_6차_아파트,대치동,"3,317",2022,116,138.87,745,11680,41,,,2024,3,25
X,래미안,삼성동,"2,771",2022,297,67.6,969,11680,7,,,2024,2,6
,강남_6차_아파트,압구정동,"82,494",1999,0,59.28,331,11680,14,,,2024,1,4
O,강남_5차_아파트,대치동,"45,527",2004,0,75.16,711,11680,23,,,2024,2,1
,강남_6차_아파트,대치동,"3,640",1980,176,68.61,215,11680,19,,,2024,3,20
,강남_1차_아파트,청담동,"143,671",1999,0,64.95,602,11680,43,,,2024,1,19
,아이파크,압구정동,"66,846",2014,0,62.82,194,11680,15,,,2024,3,20
X,강남_3차_아파트,압구정동,"60,613",2006,0,77.49,162,11680,14,,,2024,3,1
,래미안,압구정동,"136,102",2015,0,146.37,281,11680,21,,,2024,3,22
X,강남_8차_아파트,압구정동,"47,544",2017,0,120.47,117,11680,24,,,2024,1,20
O,강남_9차_아파트,압구정동,"2,606",1984,182,134.05,211,11680,8,,,2024,3,25
,강남_5차_아파트,압구정동,"50,572",1984,0,149.26,647,11680,12,,,2024,3,28
X,강남_1차_아파트,청담동,"114,557",2017,0,107.58,632,11680,41,,,2024,2,22
,강남_7차_아파트,역삼동,"2,407",2011,257,74.09,950,11680,18,,,2024,2,4
,강남_2차_아파트,청담동,"1,647",2021,226,95.32,573,11680,11,,,2024,3,11
,강남_2차_아파트,삼성동,"54,341",1985,0,138.69,810,11680,3,,,2024,3,27
O,타워팰리스,삼성동,"1,416",2009,299,71.68,734,11680,12,,,2024,1,4
,타워팰리스,압구정동,"86,506",2013,0,53.32,438,11680,11,,,2024,2,21
,아이파크,역삼동,"73,069",2015,0,123.39,291,11680,35,,,2024,1,7
O,아이파크,대치동,"73,482",1986,0,53.72,182,11680,39,O,20240113,2024,1,13
,타워팰리스,대치동,"148,732",1989,0,106.07,901,11680,27,,,2024,3,4
O,강남_1차_아파트,역삼동,"53,511",1981,0,121.56,563,11680,26,,,2024,1,13
O,강남_6차_아파트,대치동,"3,430",1987,150,79.58,805,11680,28,,,2024,1,27
,강남_8차_아파트,삼성동,"33,221",2004,0,112.43,639,11680,20,O,20240313,2024,3,13
,강남_5차_아파트,역삼동,"129,867",2004,0,106.11,395,11680,43,,,2024,1,23
X,강남_4차_아파트,대치동,"130,748",2024,0,117.1,895,11680,40,,,2024,3,27
O,강남_7차_아파트,역삼동,"3,464",2002,264,84.02,362,11680,14,,,2024,1,12
,강남_4차_아파트,대치동,"1,334",1989,161,53.25,881,11680,35,,,2024,2,13
X,강남_9차_아파트,삼성동,"128,666",1997,0,56.22,606,11680,11,,,2024,3,7
X,강남_4차_아파트,청담동,"145,999",1988,0,119.97,308,11680,39,,,2024,3,23
,강남_1차_아파트,삼성동,"4,872",1998,226,75.07,137,11680,17,,,2024,2,19
O,강남_2차_아파트,압구정동,"46,822",2002,0,69.55,370,11680,36,,,2024,3,11
,강남_6차_아파트,삼성동,"42,052",1987,0,63.91,781,11680,35,,,2024,3,19
X,아이파크,대치동,"114,329",2002,0,76.95,743,11680,27,,,2024,2,23
,강남_3차_아파트,역삼동,"51,593",2007,0,136.23,907,11680,15,,,2024,3,5
,강남_9차_아파트,대치동,"78,475",1988,0,127.1,676,11680,6,,,2024,2,16
,강남_5차_아파트,대치동,"4,508",2019,169,81.81,567,11680,32,O,20240220,2024,2,20
,강남_8차_아파트,삼성동,"1,197",2000,222,105.79,374,11680,18,,,2024,1,23
X,강남_5차_아파트,대치동,"129,241",1986,0,104.68,524,11680,42,,,2024,2,23
,강남_4차_아파트,삼성동,"3,831",2003,202,51.11,633,11680,32,,,2024,3,28
,강남_3차_아파트,대치동,"138,126",1988,0,74.69,672,11680,36,,,2024,3,9
X,강남_8차_아파트,역삼동,"129,933",2023,0,67.59,499,11680,31,,,2024,2,8
O,타워팰리스,역삼동,"112,561",2003,0,117.7,376,11680,38,,,2024,1,2
,강남_3차_아파트,대치동,"2,370",1992,275,93.12,774,11680,18,,,2024,3,5
O,강남_7차_아파트,대치동,"143,321",2002,0,89.85,208,11680,34,,,2024,3,11
,강남_1차_아파트,압구정동,"2,909",1997,156,56.36,641,11680,33,,,2024,1,7
X,강남_6차_아파트,삼성동,"31,857",1991,0,90.24,946,11680,43,,,2024,1,8
X,강남_1차_아파트,삼성동,"92,261",1996,0,59.31,813,11680,34,,,2024,2,11
,강남_7차_아파트,삼성동,"50,867",1983,0,52.31,925,11680,24,,,2024,1,17
,강남_3차_아파트,삼성동,"49,375",1992,0,80.39,582,11680,3,,,2024,3,23
O,타워팰리스,대치동,"144,723",2016,0,139.75,743,11680,36,,,2024,2,23
,래미안,대치동,"3,932",2013,152,64.87,915,11680,39,,,2024,2,12
O,타워팰리스,역삼동,"100,017",2021,0,130.23,598,11680,22,,,2024,2,13
O,강남_6차_아파트,대치동,"2,241",1989,81,149.71,245,11680,45,,,2024,3,20
X,강남_4차_아파트,청담동,"3,705",2011,295,80.54,125,11680,27,,,2024,1,10
,래미안,대치동,"1,748",1991,275,56.07,662,11680,11,,,2024,1,15
O,강남_9차_아파트,대치동,"102,333",2009,0,115.69,616,11680,22,,,2024,1,27
X,강남_9차_아파트,삼성동,"31,298",2001,0,141.85,541,11680,16,,,2024,3,22
,강남_5차_아파트,삼성동,"2,700",1992,192,116.71,268,11680,44,,,2024,1,20
X,아이파크,대치동,"144,184",1985,0,86.31,798,11680,6,,,2024,3,3
X,강남_9차_아파트,청담동,"44,267",2014,0,128.1,565,11680,29,,,2024,1,13
X,강남_3차_아파트,청담동,"1,414",1986,140,101.85,819,11680,20,,,2024,3,21
,강남_1차_아파트,압구정동,"79,150",1990,0,88.68,339,11680,23,,,2024,3,16
O,아이파크,대치동,"1,098",1988,177,130.44,438,11680,39,,,2024,3,7
,강남_7차_아파트,대치동,"141,382",1993,0,112.27,399,11680,9,,,2024,1,5
X,래미안,청담동,"89,677",1993,0,148.12,560,11680,20,,,2024,3,20
X,강남_9차_아파트,청담동,"97,914",1992,0,54.03,346,11680,28,,,2024,1,18
,강남_8차_아파트,청담동,"51,505",2009,0,92.07,834,11680,20,,,2024,3,9
X,강남_4차_아파트,대치동,"1,863",1992,164,50.18,935,11680,19,,,2024,3,27
O,강남_2차_아파트,청담동,"93,670",2010,0,136.36,182,11680,27,,,2024,3,11
O,강남_3차_아파트,청담동,"146,111",2017,0,124.85,150,11680,39,,,2024,2,18
X,강남_8차_아파트,역삼동,"54,107",2022,0,129.63,210,11680,30,,,2024,3,20
X,강남_6차_아파트,청담동,"108,344",2014,0,119.67,376,11680,14,,,2024,3,4
X,강남_6차_아파트,청담동,"140,217",2016,0,71.19,696,11680,44,O,20240214,2024,2,14
,강남_2차_아파트,청담동,"4,911",2018,243,104.11,283,11680,6,,,2024,2,23
,강남_3차_아파트,역삼동,"145,688",2019,0,65.45,767,11680,44,,,2024,1,13
X,강남_3차_아파트,삼성동,"108,354",2021,0,72.01,348,11680,34,,,2024,1,18
O,강남_5차_아파트,삼성동,"2,866",1983,158,125.53,355,11680,13,,,2024,3,9
,강남_4차_아파트,압구정동,"32,823",2002,0,89.52,359,11680,43,,,2024,1,2
,강남_8차_아파트,압구정동,"2,132",1990,277,64.04,354,11680,7,,,2024,2,21
O,강남_2차_아파트,역삼동,"53,955",2015,0,67.51,860,11680,10,,,2024,2,24
,강남_4차_아파트,압구정동,"85,693",1994,0,93.05,158,11680,42,,,2024,2,17
X,강남_8차_아파트,대치동,"52,631",2005,0,52.3,912,11680,7,,,2024,3,25
,강남_6차_아파트,삼성동,"144,309",1988,0,71.95,952,11680,42,,,2024,1,24
,강남_4차_아파트,압구정동,"97,592",1990,0,130.61,874,11680,14,,,2024,3,16
O,아이파크,청담동,"79,711",2013,0,50.84,301,11680,1,,,2024,2,25
,래미안,대치동,"87,594",2022,0,113.19,658,11680,26,,,2024,1,23
X,강남_1차_아파트,삼성동,"131,497",1996,0,95.97,353,11680,43,,,2024,2,19
,강남_8차_아파트,압구정동,"82,837",2005,0,141.09,427,11680,13,,,2024,1,12
X,강남_9차_아파트,청담동,"144,290",2005,0,128.22,435,11680,45,,,2024,2,15
O,강남_2차_아파트,청담동,"4,423",2015,214,149.09,221,11680,36,,,2024,1,2
,강남_6차_아파트,역삼동,"4,442",1980,149,86.41,335,11680,31,,,2024,3,21
O,강남_8차_아파트,압구정동,"83,696",1990,0,103.21,738,11680,25,,,2024,3,26
X,래미안,대치동,"1,233",1981,193,62.58,242,11680,33,,,2024,2,10
,타워팰리스,역삼동,"3,846",1983,113,147.94,423,11680,33,,,2024,3,5
O,강남_1차_아파트,압구정동,"2,792",2010,298,59.48,228,11680,41,,,2024,2,14
X,아이파크,청담동,"4,566",2017,285,107.09,558,11680,10,,,2024,1,20
O,타워팰리스,청담동,"131,772",2006,0,77.74,953,11680,30,,,2024,2,13
,강남_3차_아파트,압구정동,"3,146",1983,273,97.97,361,11680,40,,,2024,1,1
O,강남_7차_아파트,삼성동,"61,024",2005,0,90.23,534,11680,4,,,2024,3,13
,강남_4차_아파트,대치동,"44,807",2010,0,146.1,787,11680,44,,,2024,3,3
O,강남_4차_아파트,대치동,"144,458",2002,0,125.13,799,11680,35,,,2024,1,9
O,강남_2차_아파트,역삼동,"1,244",1986,221,79.87,684,11680,29,,,2024,3,1
,강남_6차_아파트,삼성동,"81,926",2020,0,136.04,565,11680,1,,,2024,3,27
O,강남_3차_아파트,청담동,"2,565",2020,271,147.91,813,11680,34,,,2024,1,22
O,래미안,청담동,"112,505",1986,0,66.77,755,11680,45,,,2024,2,17
O,강남_7차_아파트,역삼동,"95,994",2008,0,144.91,163,11680,14,,,2024,3,9
,강남_4차_아파트,역삼동,"52,485",2012,0,85.04,843,11680,3,,,2024,2,26
,강남_8차_아파트,청담동,"4,040",1999,215,70.77,439,11680,27,O,20240127,2024,1,27
X,강남_4차_아파트,압구정동,"70,416",1984,0,91.74,242,11680,12,,,2024,2,18
,강남_4차_아파트,삼성동,"112,346",2012,0,70.25,234,11680,23,,,2024,3,7
O,강남_4차_아파트,삼성동,"146,408",2009,0,106.94,788,11680,43,,,2024,1,7
X,강남_5차_아파트,역삼동,"54,699",2011,0,78.66,340,11680,44,,,2024,3,8
O,강남_2차_아파트,압구정동,"116,174",1989,0,55.09,359,11680,41,,,2024,3,28
,아이파크,역삼동,"62,888",1993,0,112.94,678,11680,8,,,2024,1,15
X,강남_8차_아파트,역삼동,"67,691",2024,0,71.05,340,11680,25,,,2024,2,17
O,강남_8차_아파트,역삼동,"1,926",1981,194,145.79,726,11680,23,,,2024,3,2
X,강남_4차_아파트,대치동,"147,417",2012,0,61.83,421,11680,13,,,2024,2,13
,강남_9차_아파트,대치동,"3,213",2004,61,102.34,645,11680,28,O,20240109,2024,1,9
,강남_9차_아파트,압구정동,"78,883",1996,0,91.37,562,11680,40,O,20240227,2024,2,27
,래미안,청담동,"85,541",2012,0,76.93,911,11680,3,,,2024,3,13
,강남_5차_아파트,대치동,"143,763",2001,0,70.05,605,11680,1,,,2024,2,22
O,아이파크,대치동,"131,874",2005,0,134.68,642,11680,44,,,2024,2,8
X,강남_8차_아파트,삼성동,"101,891",2014,0,127.61,516,11680,43,,,2024,2,28
,강남_2차_아파트,삼성동,"141,462",1986,0,78.74,985,11680,31,,,2024,2,8
O,타워팰리스,역삼동,"30,223",2012,0,93.67,613,11680,38,,,2024,1,23
O,강남_4차_아파트,압구정동,"117,494",1983,0,121.39,471,11680,8,,,2024,1,18
,강남_8차_아파트,대치동,"1,086",2020,61,135.04,377,11680,31,,,2024,3,3
X,강남_3차_아파트,삼성동,"4,233",2016,260,138.68,910,11680,8,,,2024,3,6
,강남_1차_아파트,역삼동,"1,580",2002,109,147.56,575,11680,18,,,2024,2,12
,강남_1차_아파트,청담동,"97,542",1996,0,80.55,650,11680,5,,,2024,1,13
X,강남_6차_아파트,압구정동,"76,463",2015,0,78.61,133,11680,45,,,2024,2,15
,강남_7차_아파트,역삼동,"2,432",1982,87,59.87,526,11680,32,,,2024,1,28
O,강남_1차_아파트,청담동,"32,039",2019,0,62.34,439,11680,6,,,2024,1,24
,강남_6차_아파트,대치동,"112,067",2001,0,103.17,187,11680,3,,,2024,1,3
X,강남_4차_아파트,대치동,"132,214",2003,0,130.22,280,11680,9,,,2024,3,23
X,강남_9차_아파트,대치동,"85,920",1999,0,104.66,432,11680,36,,,2024,2,1
X,강남_5차_아파트,대치동,"70,365",1986,0,148.13,461,11680,41,O,20240223,2024,2,23
X,강남_7차_아파트,역삼동,"30,169",1996,0,95.89,598,11680,7,,,2024,2,13
X,강남_8차_아파트,삼성동,"140,660",1990,0,59.77,592,11680,13,,,2024,1,6
X,래미안,역삼동,"4,765",1993,296,123.4,481,11680,35,,,2024,3,8
X,강남_4차_아파트,대치동,"61,628",2014,0,68.05,879,11680,28,,,2024,2,22
,강남_8차_아파트,삼성동,"1,964",1986,124,124.61,540,11680,7,,,2024,2,27
,강남_6차_아파트,대치동,"40,530",1996,0,92.08,792,11680,13,,,2024,1,10
,타워팰리스,압구정동,"81,809",2023,0,101.58,474,11680,39,,,2024,3,9
,강남_2차_아파트,대치동,"3,635",1996,102,108.22,636,11680,36,,,2024,2,4
X,강남_9차_아파트,역삼동,"99,611",1981,0,110.03,575,11680,37,,,2024,3,8
X,강남_9차_아파트,청담동,"4,791",1990,131,100.09,970,11680,34,,,2024,3,26
O,강남_3차_아파트,청담동,"80,921",1992,0,75.44,879,11680,30,,,2024,2,13
X,강남_8차_아파트,삼성동,"1,495",2002,259,139.98,535,11680,36,,,2024,1,16
X,타워팰리스,역삼동,"96,394",2011,0,95.59,133,11680,30,,,2024,2,13
,타워팰리스,청담동,"1,431",1988,98,112.42,691,11680,37,,,2024,2,5
O,아이파크,역삼동,"137,622",2019,0,86.65,681,11680,9,,,2024,1,13
O,타워팰리스,역삼동,"132,914",2010,0,123.12,614,11680,10,O,20240222,2024,2,22
O,강남_1차_아파트,압구정동,"144,622",1999,0,127.05,200,11680,10,,,2024,2,7
O,강남_7차_아파트,대치동,"139,510",2021,0,116.96,563,11680,24,,,2024,2,10
X,아이파크,삼성동,"1,385",2002,120,142.08,940,11680,27,,,2024,3,12
O,아이파크,대치동,"132,857",1983,0,110.07,373,11680,33,,,2024,1,16
X,래미안,청담동,"54,836",2010,0,140.43,788,11680,13,,,2024,3,18
,강남_6차_아파트,청담동,"126,603",2022,0,119.27,711,11680,27,,,2024,1,10
O,강남_3차_아파트,청담동,"100,499",2005,0,149.61,896,11680,35,,,2024,1,20
,강남_6차_아파트,대치동,"81,554",1994,0,99.14,223,11680,16,,,2024,3,7
O,래미안,청담동,"143,051",2013,0,84.31,845,11680,1,,,2024,1,18
,강남_6차_아파트,청담동,"3,480",1990,231,116.51,689,11680,27,,,2024,2,6
X,아이파크,압구정동,"123,719",1982,0,99.21,601,11680,33,,,2024,1,26
,강남_9차_아파트,삼성동,"42,053",2003,0,123.76,119,11680,31,,,2024,1,12
X,강남_5차_아파트,역삼동,"31,502",1990,0,148.33,848,11680,24,,,2024,1,6
X,강남_4차_아파트,청담동,"3,231",1984,279,114.82,204,11680,27,,,2024,2,12
,강남_6차_아파트,역삼동,"4,942",1996,161,118.58,458,11680,20,O,20240123,2024,1,23
,래미안,압구정동,"119,472",1984,0,56.67,975,11680,12,,,2024,2,3
O,타워팰리스,청담동,"111,316",1996,0,110.17,776,11680,5,,,2024,2,4
,강남_4차_아파트,압구정동,"96,843",1998,0,86.74,476,11680,13,O,20240114,2024,1,14
X,강남_3차_아파트,청담동,"126,422",2020,0,57.24,573,11680,39,,,2024,2,24
X,강남_2차_아파트,역삼동,"32,969",2010,0,58.25,995,11680,40,O,20240106,2024,1,6
X,타워팰리스,역삼동,"73,061",1999,0,66.9,243,11680,43,,,2024,3,6
X,강남_4차_아파트,대치동,"73,383",1983,0,67.52,273,11680,39,,,2024,2,2
